TXT_ISSN_P,TXT_ISSN_E,TXT_ISSN_L,NME_REVISTA_IN,NRO_ANO,ID_CLAS_REV,DEP_REV_IN,MUN_REV_IN,NME_ESPECIALIDAD,NME_AREA,NME_GRAN_AREA,NME_INST_EDIT_1,TIPO_INS_N2_E1,TIPO_INS_N3_E1
1657-5946,,,"Economía, Gestión Y Desarrollo",2009,C,No disponible,No disponible,Economía,Economía y Negocios,Ciencias Sociales,PONTIFICIA UNIVERSIDAD JAVERIANA,Universidades,Privado
0122-1213,,,Prospectiva,2014,B,Valle del Cauca,Cali,Otras Ciencias Sociales,Otras Ciencias Sociales,Ciencias Sociales,UNIVERSIDAD DEL VALLE,Universidades,Público
1794-5232,,,Cultura Del Cuidado Enfermeria,2015,C,Risaralda,Pereira,Enfermería,Ciencias de la Salud,Ciencias Médicas y de la Salud,UNIVERSIDAD LIBRE DE COLOMBIA,Universidades,Privado
1657-3978,,,Criterio Jurídico,2008,C,Valle del Cauca,Cali,Derecho,Derecho,Ciencias Sociales,PONTIFICIA UNIVERSIDAD JAVERIANA,Universidades,Privado
1900-1355,,,Revista Clepsidra,2010,C,"Bogotá, D. C.","Bogotá, D.C.",Ingeniería de Producción,Otras Ingenierías y Tecnologías,Ingeniería y Tecnología,UNIVERSIDAD AUTONOMA DE COLOMBIA,Universidades,Privado
1692-5114,,,Revista M,2009,C,Santander,Bucaramanga,No registra,Arte,Humanidades,UNIVERSIDAD SANTO TOMAS,Universidades,Privado
1900-3803,,,Entramado,2009,C,Valle del Cauca,Cali,No registra,Otras Ciencias Sociales,Ciencias Sociales,UNIVERSIDAD LIBRE DE COLOMBIA,Universidades,Privado
0120-5927,,,How,2009,C,"Bogotá, D. C.","Bogotá, D.C.",No registra,Ciencias de la Educación,Ciencias Sociales,ASOCIACION COLOMBIANA DE PROFESORES DE INGLES,Entidades sin ánimo de lucro,Privado
1909-2814,,,Revista Q,2011,C,Antioquia,Medellín,No registra,Ciencias de la Educación,Ciencias Sociales,UNIVERSIDAD PONTIFICIA BOLIVARIANA,Universidades,Privado
1794-5240,,,Medicas Uis,2009,C,Santander,Bucaramanga,Otras Ciencias Médicas,Otras Ciencias Médicas,Ciencias Médicas y de la Salud,UNIVERSIDAD INDUSTRIAL DE SANTANDER,Universidades,Público
0122-1108,,,Pensamiento Jurídico,2011,C,"Bogotá, D. C.","Bogotá, D.C.",Derecho,Derecho,Ciencias Sociales,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
0124-793X,,,Revista De Investigaciones Unad,2012,C,No disponible,No disponible,"Educación General (Incluye Capacitación, Pedagogía)",Ciencias de la Educación,Ciencias Sociales,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
1692-5858,,,Encuentros,2010,C,Atlántico,Barranquilla,Medios y Comunicación Social,Periodismo y Comunicaciones,Ciencias Sociales,UNIVERSIDAD AUTONOMA DEL CARIBE,Universidades,Privado
0123-0425,,,Educación Y Ciudad,2012,C,"Bogotá, D. C.","Bogotá, D.C.","Educación General (Incluye Capacitación, Pedagogía)",Ciencias de la Educación,Ciencias Sociales,INSTITUTO PARA LA INVESTIGACION EDUCATIVA Y EL DESARROLLO PEDAGOGICO,Nacional,Público
2011-5415,,,Veterinaria Y Zootecnia,2010,C,Caldas,Manizales,Ciencias Veterinarias,Ciencias Veterinarias,Ciencias Agrícolas,UNIVERSIDAD DE CALDAS,Universidades,Público
2011-5415,,,Veterinaria Y Zootecnia,2013,B,Caldas,Manizales,Ciencias Veterinarias,Ciencias Veterinarias,Ciencias Agrícolas,UNIVERSIDAD DE CALDAS,Universidades,Público
1794-3108,,,Revista Criminalidad,2013,B,"Bogotá, D. C.","Bogotá, D.C.",No registra,Otras Ciencias Sociales,Ciencias Sociales,DIRECCION NACIONAL DE ESCUELAS POLICIA NACIONAL DE COLOMBIA,Universidades,Público
2027-5137,2322-777X,,Historia Y Memoria,2011,B,Boyacá,Tunja,Historia,Historia y Arqueología,Humanidades,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA,Universidades,Público
0123-0670,,,Papeles,2011,C,"Bogotá, D. C.","Bogotá, D.C.",No registra,Idiomas y Literatura,Humanidades,UNIVERSIDAD ANTONIO NARINO,Universidades,Privado
1794-1598,2346-0792,,Inciso,2013,C,Quindío,Armenia,Ciencias Políticas,Ciencias Políticas,Ciencias Sociales,UNIVERSIDAD LA GRAN COLOMBIA,Universidades,Privado
2011-5733,,,Revista Criterios,2010,C,"Bogotá, D. C.","Bogotá, D.C.",No registra,Derecho,Ciencias Sociales,UNIVERSIDAD DE SAN BUENAVENTURA CALI,Universidades,Privado
1692-3030,,,Juridicas Cuc,2013,C,Atlántico,Barranquilla,Derecho,Derecho,Ciencias Sociales,CORPORACION UNIVERSIDAD DE LA COSTA,Universidades,Privado
2027-1433,,,Gestión & Sociedad,2013,C,"Bogotá, D. C.","Bogotá, D.C.",No registra,Ciencias Biológicas,Ciencias Naturales,UNIVERSIDAD DE LA SALLE,Universidades,Privado
1794-2489,,,Tabula Rasa,2013,A2,"Bogotá, D. C.","Bogotá, D.C.",No registra,Otras Ciencias Sociales,Ciencias Sociales,UNIVERSIDAD COLEGIO MAYOR DE CUNDINAMARCA,Universidades,Público
0121-246X,2145-7670,,Revista Facultad De Odontología,2015,A2,Antioquia,Medellín,"Odontología, Cirugía Oral y Medicina Oral",Medicina Clínica,Ciencias Médicas y de la Salud,UNIVERSIDAD DE ANTIOQUIA,Universidades,Público
2216-0159,2462-8603,,Praxis & Saber,2014,A2,Boyacá,Tunja,"Educación General (Incluye Capacitación, Pedagogía)",Ciencias de la Educación,Ciencias Sociales,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA,Universidades,Público
2215-9444,,,Arquetipo,2013,C,Risaralda,Pereira,"Ciencias Sociales, Interdisciplinaria",Otras Ciencias Sociales,Ciencias Sociales,UNIVERSIDAD CATOLICA DE PEREIRA,Universidades,Privado
1900-9607,,,Revista Ces Medicina Veterinaria Y Zootecnia,2014,A2,Antioquia,Medellín,Ciencias Veterinarias,Ciencias Veterinarias,Ciencias Agrícolas,UNIVERSIDAD CES,Universidades,Privado
2216-0965,,,Eafit Journal Of International Law,2012,C,Antioquia,Medellín,Derecho,Derecho,Ciencias Sociales,UNIVERSIDAD EAFIT,Universidades,Privado
2256-3342,,,Journal Of Agriculture And Animal Sciences,2014,C,Antioquia,Caldas,No registra,Ciencias Veterinarias,Ciencias Agrícolas,CORPORACION UNIVERSITARIA LASALLISTA,Universidades,Privado
1657-8953,,,Civilizar,2014,A2,"Bogotá, D. C.","Bogotá, D.C.",No registra,Otras Ciencias Sociales,Ciencias Sociales,UNIVERSIDAD SERGIO ARBOLEDA,Universidades,Privado
1692-3324,,,Revista Ingenierías Universidad De Medellín,2012,A2,Antioquia,Medellín,No registra,Ingeniería Ambiental,Ingeniería y Tecnología,UNIVERSIDAD DE MEDELLIN,Universidades,Privado
0120-4157,,,Biomédica,2017,A2,"Bogotá, D. C.","Bogotá, D.C.",Otras Ciencias Médicas,Otras Ciencias Médicas,Ciencias Médicas y de la Salud,INSTITUTO NACIONAL DE SALUD,Centros o institutos de investigación,Público
0121-0807,2145-8464,,Salud Uis,2017,C,No disponible,No disponible,No registra,Ciencias de la Salud,Ciencias Médicas y de la Salud,UNIVERSIDAD INDUSTRIAL DE SANTANDER,Universidades,Público
0121-1617,,,Historia Crítica,2017,C,"Bogotá, D. C.","Bogotá, D.C.",Historia,Historia y Arqueología,Humanidades,UNIVERSIDAD DE LOS ANDES,Universidades,Privado
0120-159X,,,Revista Colombiana De Sociología,2017,C,"Bogotá, D. C.","Bogotá, D.C.","Temas Especiales (Estudios de Género, Temas Sociales, Estudios de la Familia)",Sociología,Ciencias Sociales,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
2027-4688,,,Fronteras De La Historia,2017,C,"Bogotá, D. C.","Bogotá, D.C.",Historia,Historia y Arqueología,Humanidades,INSTITUTO COLOMBIANO DE ANTROPOLOGIA E HISTORIA ICANH,Nacional,Público
2346-3279,,,En Contexto,2014,C,Antioquia,Medellín,No registra,Economía y Negocios,Ciencias Sociales,TECNOLOGICO DE ANTIOQUIA INSTITUCION UNIVERSITARIA,Universidades,Público
1692-7389,,,Ingenierias & Amazonia,2013,C,Caquetá,Florencia,Ingeniería de Producción,Otras Ingenierías y Tecnologías,Ingeniería y Tecnología,UNIVERSIDAD DE LA AMAZONIA,Universidades,Público
1909-7778,,,Revista De Derecho Publico,2015,B,"Bogotá, D. C.","Bogotá, D.C.",Derecho,Derecho,Ciencias Sociales,UNIVERSIDAD DE LOS ANDES,Universidades,Privado
1909-3063,,,"Revista De Relaciones Internacionales, Estrategia Y Seguridad",2018,B,"Bogotá, D. C.","Bogotá, D.C.",Ciencias Políticas,Ciencias Políticas,Ciencias Sociales,UNIVERSIDAD MILITAR NUEVA GRANADA,Universidades,Público
2027-8306,,,"Revista De Investigacion, Desarrollo E Innovacion",2018,C,Boyacá,Duitama,No registra,Otras Ciencias Sociales,Ciencias Sociales,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA,Universidades,Público
0123-4870,,,Folios,2018,B,"Bogotá, D. C.","Bogotá, D.C.",No registra,Otras Humanidades,Humanidades,UNIVERSIDAD PEDAGOGICA NACIONAL,Universidades,Público
0123-3122,2027-5382,,Persona Y Bioética,2018,C,Cundinamarca,Chía,No registra,Biotecnología en Salud,Ciencias Médicas y de la Salud,UNIVERSIDAD DE LA SABANA,Universidades,Privado
0120-3916,,,Revista Colombiana De Educación,2018,B,"Bogotá, D. C.","Bogotá, D.C.","Educación General (Incluye Capacitación, Pedagogía)",Ciencias de la Educación,Ciencias Sociales,UNIVERSIDAD PEDAGOGICA NACIONAL,Universidades,Público
0122-6517,2382-4700,,Inge-Cuc,2018,B,Atlántico,Barranquilla,Otras Ingenierías y Tecnologías,Otras Ingenierías y Tecnologías,Ingeniería y Tecnología,CORPORACION UNIVERSIDAD DE LA COSTA,Universidades,Privado
1657-6357,,,Sociedad Y Economía,2018,B,Valle del Cauca,Cali,No registra,Otras Ciencias Sociales,Ciencias Sociales,UNIVERSIDAD DEL VALLE,Universidades,Público
0120-386X,,2256-3334,Revista Facultad Nacional De Salud Publica,2022,B,Antioquia,Medellín,No registra,Ciencias de la Salud,Ciencias Médicas y de la Salud,UNIVERSIDAD DE ANTIOQUIA,Universidades,Público
0120-4157,,2590-7379,Biomédica,2022,B,"Bogotá, D. C.","Bogotá, D.C.",No registra,Otras Ciencias Médicas,Ciencias Médicas y de la Salud,INSTITUTO NACIONAL DE SALUD,Centros o institutos de investigación,Público
0012-7353,,2346-2183,Dyna,2022,C,Antioquia,Medellín,No registra,Otras Ingenierías y Tecnologías,Ingeniería y Tecnología,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
1692-8261,2216-1368,,Prospectiva,2020,B,Atlántico,Barranquilla,No registra,Otras Ingenierías y Tecnologías,Ingeniería y Tecnología,UNIVERSIDAD AUTONOMA DEL CARIBE,Universidades,Privado
0121-3784,,,Livestock Research For Rural Development,2018,C,Valle del Cauca,Cali,Ciencias Animales y Lechería,Ciencias Animales y Lechería,Ciencias Agrícolas,CENTRO PARA LA INVESTIGACION EN SISTEMAS SOSTENIBLES DE PRODUCCION AGROPECUARIA CIPAV,Centros o institutos de investigación,Privado
1794-5658,2500-7769,,Amauta,2012,C,Atlántico,Barranquilla,No registra,Otras Ciencias Sociales,Ciencias Sociales,UNIVERSIDAD DEL ATLANTICO,Universidades,Público
0121-5051,,,"Innovar, Revista De Ciencias Administrativas Y Sociales",2015,A1,"Bogotá, D. C.","Bogotá, D.C.",Negocios y Management,Economía y Negocios,Ciencias Sociales,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
1794-6190,,2339-3459,Earth Sciences Research Journal,2022,C,"Bogotá, D. C.","Bogotá, D.C.",No registra,Ciencias de la Tierra y Medioambientales,Ciencias Naturales,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
0122-1213,,2389-993X,Prospectiva,2022,C,Valle del Cauca,Cali,Trabajo Social,Sociología,Ciencias Sociales,UNIVERSIDAD DEL VALLE,Universidades,Público
1900-6586,,,"Revista Científica ""General José María Córdova""",2020,C,"Bogotá, D. C.","Bogotá, D.C.",Otras Ciencias Sociales,Otras Ciencias Sociales,Ciencias Sociales,ESCUELA MILITAR DE CADETES GENERAL JOSE MARIA CORDOVA,Universidades,Público
2215-7190,,,Revista Análisis Internacional (Rai),2011,C,No disponible,No disponible,No registra,Ciencias Políticas,Ciencias Sociales,UNIVERSIDAD JORGE TADEO LOZANO,Universidades,Privado
1657-0308,2357-626X,,Revista De Arquitectura,2015,B,"Bogotá, D. C.","Bogotá, D.C.",Arquitectura y Urbanismo,Arte,Humanidades,UNIVERSIDAD CATOLICA DE COLOMBIA,Universidades,Privado
2145-0366,,,Aletheia,2016,B,"Bogotá, D. C.","Bogotá, D.C.",No registra,Otras Humanidades,Humanidades,FUNDACION CENTRO INTERNACIONAL DE EDUCACION Y DESARROLLO HUMANO CINDE,Centros o institutos de investigación,Privado
1657-2513,2463 -225,,Revista Areté,2016,C,"Bogotá, D. C.","Bogotá, D.C.",No registra,Otras Ciencias Sociales,Ciencias Sociales,CORPORACION UNIVERSITARIA AMERICANA,Universidades,Privado
1909-230X,,,Ciencia Política,2013,C,"Bogotá, D. C.","Bogotá, D.C.",Ciencias Políticas,Ciencias Políticas,Ciencias Sociales,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
0121-8530,2346-3864,,La Palabra,2019,B,Boyacá,Tunja,Estudios Generales del Lenguaje,Idiomas y Literatura,Humanidades,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA,Universidades,Público
0304-2847,,,Revista Facultad Nacional De Agronomía - Medellín,2020,C,Antioquia,Medellín,No registra,Otras Ciencias Agrícolas,Ciencias Agrícolas,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
0122-011X,,,"Literatura : Teoría, Historia, Crítica",2008,C,"Bogotá, D. C.","Bogotá, D.C.",No registra,Idiomas y Literatura,Humanidades,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
1692-7257,,,Revista Colombiana De Tecnologías De Avanzada,2015,C,Norte de Santander,Pamplona,Ingeniería Eléctrica y Electrónica,"Ingenierías Eléctrica, Electrónica e Informática",Ingeniería y Tecnología,UNIVERSIDAD DE PAMPLONA,Universidades,Público
0122-5383,2382-4581,,"Ct&F Ciencia, Tecnología Y Futuro",2019,C,Santander,Piedecuesta,Ingeniería de Procesos,Ingeniería Química,Ingeniería y Tecnología,ECOPETROL S A,Grande,Mixto
0121-8697,,,Revista De Derecho,2020,C,Atlántico,Barranquilla,Derecho,Derecho,Ciencias Sociales,FUNDACION UNIVERSIDAD DEL NORTE,Universidades,Privado
1794-192X,,,Revista Guillermo De Ockman,2018,C,Valle del Cauca,Cali,No registra,Psicología,Ciencias Sociales,UNIVERSIDAD DE SAN BUENAVENTURA CALI,Universidades,Privado
0304-2847,,,Revista Facultad Nacional De Agronomía - Medellín,2016,A2,Antioquia,Medellín,No registra,Otras Ciencias Agrícolas,Ciencias Agrícolas,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
0122-7610,2389-9182,,Temas Agrarios,2016,B,Córdoba,Montería,No registra,Otras Ciencias Agrícolas,Ciencias Agrícolas,UNIVERSIDAD DE CORDOBA,Universidades,Público
2011-2106,,,Revista De Economía Del Caribe,2015,A2,Atlántico,Barranquilla,Economía,Economía y Negocios,Ciencias Sociales,FUNDACION UNIVERSIDAD DEL NORTE,Universidades,Privado
0120-2804,2357-3791,,Revista Colombiana De Química,2020,C,"Bogotá, D. C.","Bogotá, D.C.",Química Analítica,Ciencias Químicas,Ciencias Naturales,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
1794-192X,,,Revista Guillermo De Ockman,2016,C,Valle del Cauca,Cali,No registra,Psicología,Ciencias Sociales,UNIVERSIDAD DE SAN BUENAVENTURA CALI,Universidades,Privado
1794-5992,2389-783X,,Duazary,2017,B,Magdalena,Santa Marta,"Ciencias Socio Biomédicas (Planificación Familiar, Salud Sexual, Efectos Políticos y Sociales de la Investigación Biomédica)",Ciencias de la Salud,Ciencias Médicas y de la Salud,UNIVERSIDAD DEL MAGDALENA,Universidades,Público
2811-3854,,,Soluciones De Postgrados Eia,2012,C,Antioquia,No disponible,No registra,Economía y Negocios,Ciencias Sociales,UNIVERSIDAD EIA,Universidades,Privado
2145-132X,,,Historelo : Revista De Historia Regional Y Local,2020,C,Antioquia,Medellín,Historia,Historia y Arqueología,Humanidades,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
0121-8123,,,Revista Colombiana De Reumatología,2020,C,"Bogotá, D. C.","Bogotá, D.C.",Otros Temas de Medicina Clínica,Medicina Clínica,Ciencias Médicas y de la Salud,ASOCIACION COLOMBIANA DE REUMATOLOGIA,Entidades sin ánimo de lucro,Privado
1657-4702,,,Revista Latinoamericana De Bioetica/Latinamerican Journal Of Bioethics,2014,A2,"Bogotá, D. C.","Bogotá, D.C.",Filosofía,Otras Humanidades,Humanidades,UNIVERSIDAD MILITAR NUEVA GRANADA,Universidades,Público
1794-8932,,,Sophia,2019,C,Quindío,Armenia,"Educación General (Incluye Capacitación, Pedagogía)",Ciencias de la Educación,Ciencias Sociales,UNIVERSIDAD LA GRAN COLOMBIA,Universidades,Privado
0304-2847,,2248-7026,Revista Facultad Nacional De Agronomía - Medellín,2021,B,Antioquia,Medellín,No registra,Otras Ciencias Agrícolas,Ciencias Agrícolas,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
1794-8347,,,Revista Ciencias Estratégicas,2016,B,Antioquia,Medellín,Negocios y Management,Economía y Negocios,Ciencias Sociales,UNIVERSIDAD PONTIFICIA BOLIVARIANA,Universidades,Privado
1794-9998,2256-3067,,Diversitas : Perspectivas En Psicología,2017,B,"Bogotá, D. C.","Bogotá, D.C.",No registra,Psicología,Ciencias Sociales,UNIVERSIDAD SANTO TOMAS,Universidades,Privado
0120-0534,,,Revista Latinoamericana De Psicología,2018,A2,"Bogotá, D. C.","Bogotá, D.C.","Psicología (Incluye Terapias de Aprendizaje, Habla, Visual y Otras Discapacidades Físicas y Mentales)",Psicología,Ciencias Sociales,FUNDACION PARA EL AVANCE DE LA PSICOLOGIA,Entidades sin ánimo de lucro,Privado
1909-8391,,,Tesis Psicologica,2020,B,"Bogotá, D. C.","Bogotá, D.C.",No registra,Psicología,Ciencias Sociales,FUNDACION UNIVERSITARIA LOS LIBERTADORES,Universidades,Privado
0123-4641,,,Colombian Applied Linguistics Journal,2016,A2,"Bogotá, D. C.","Bogotá, D.C.",Lingüística,Idiomas y Literatura,Humanidades,UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS,Universidades,Público
0123-2126,2011-2769,,Ingeniería Y Universidad,2018,C,"Bogotá, D. C.","Bogotá, D.C.",Ingeniería Civil,Ingeniería Civil,Ingeniería y Tecnología,PONTIFICIA UNIVERSIDAD JAVERIANA,Universidades,Privado
0121-4381,,2145-9797,Suma Psicológica,2021,B,"Bogotá, D. C.","Bogotá, D.C.",No registra,Psicología,Ciencias Sociales,FUNDACION UNIVERSITARIA KONRAD LORENZ,Universidades,Privado
0120-0542,,,Boletín Científico Cioh,2014,B,Bolívar,Cartagena de Indias,"Oceanografía, Hidrología y Recursos del Agua",Ciencias de la Tierra y Medioambientales,Ciencias Naturales,CENTRO DE INVESTIGACIONES OCEANOGRAFICAS E HIDROGRAFICAS CIOH,Nacional,Público
1692-7427,,,Revista Actividad Fisica Y Desarrollo Humano,2011,C,Norte de Santander,Pamplona,"Ciencias del Cuidado de la Salud y Servicios (Administración de Hospitales, Financiamiento)",Ciencias de la Salud,Ciencias Médicas y de la Salud,UNIVERSIDAD DE PAMPLONA,Universidades,Público
0121-3814,,2323-0126,"Tea Tecné, Episteme Y Didaxis",2021,C,"Bogotá, D. C.","Bogotá, D.C.","Educación General (Incluye Capacitación, Pedagogía)",Ciencias de la Educación,Ciencias Sociales,UNIVERSIDAD PEDAGOGICA NACIONAL,Universidades,Público
0121-053X,2346-1829,,Cuadernos De Lingüística Hispánica,2019,B,Boyacá,Tunja,Lingüística,Idiomas y Literatura,Humanidades,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA,Universidades,Público
1657-6357,,2389-9050,Sociedad Y Economía,2021,B,Valle del Cauca,Cali,"Ciencias Sociales, Interdisciplinaria",Otras Ciencias Sociales,Ciencias Sociales,UNIVERSIDAD DEL VALLE,Universidades,Público
1657-2513,2463 -225,,Revista Areté,2013,C,"Bogotá, D. C.","Bogotá, D.C.",No registra,Otras Ciencias Sociales,Ciencias Sociales,CORPORACION UNIVERSITARIA AMERICANA,Universidades,Privado
1794-2470,,2462-9448,Nova: Publicación Científica En Ciencias Médicas,2022,B,No disponible,No disponible,No registra,Ciencias Biológicas,Ciencias Naturales,UNIVERSIDAD COLEGIO MAYOR DE CUNDINAMARCA,Universidades,Público
0121-7607,,,Ambiente Y Desarrollo,2016,C,"Bogotá, D. C.","Bogotá, D.C.",Ecología,Ciencias Biológicas,Ciencias Naturales,PONTIFICIA UNIVERSIDAD JAVERIANA,Universidades,Privado
1909-793X,,,Revista Teckne,2014,C,"Bogotá, D. C.","Bogotá, D.C.",No registra,Otras Ciencias Sociales,Ciencias Sociales,FUNDACION UNIVERSITARIA HORIZONTE,Universidades,Privado
0122-9893,2346-2051,,Revista Derecho Del Estado,2016,B,"Bogotá, D. C.","Bogotá, D.C.",Derecho,Derecho,Ciencias Sociales,UNIVERSIDAD EXTERNADO DE COLOMBIA,Universidades,Privado
1692-6226,,,Temas,2013,C,Santander,Bucaramanga,Otras Ciencias Sociales,Otras Ciencias Sociales,Ciencias Sociales,UNIVERSIDAD SANTO TOMAS,Universidades,Privado
0124-7913,,,Bitácora Urbano Territorial,2013,B,"Bogotá, D. C.","Bogotá, D.C.",No registra,Arte,Humanidades,UNIVERSIDAD NACIONAL DE COLOMBIA,Universidades,Público
2145-2628,,,Journal De Ciencia E Ingenieria,2014,C,Cauca,Popayán,Otras Ingenierías y Tecnologías,Otras Ingenierías y Tecnologías,Ingeniería y Tecnología,CORPORACION UNIVERSITARIA AUTONOMA DEL CAUCA,Universidades,Privado
2145-6097,,,Revista De Investigacion Agraria Ambiental,2020,C,"Bogotá, D. C.","Bogotá, D.C.",Agronomía,"Agricultura, Silvicultura y Pesca",Ciencias Agrícolas,UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA,Universidades,Público
0120-0534,,,Revista Latinoamericana De Psicología,2015,A1,"Bogotá, D. C.","Bogotá, D.C.","Psicología (Incluye Terapias de Aprendizaje, Habla, Visual y Otras Discapacidades Físicas y Mentales)",Psicología,Ciencias Sociales,FUNDACION PARA EL AVANCE DE LA PSICOLOGIA,Entidades sin ánimo de lucro,Privado
